category,Description
Wheat flours,Cereal flours
Purée de pomme,Purée de fruits sans sucres ajoutés
Chocolat noir en tablette aux fruits secs,Chocolats noirs
Hamburgers au poisson,Hamburgers
Meringues fantaisie,Bonbons
Substituts des lardons,Substituts de viande à partir de protéines de pois
Substituts des lardons,Substituts de viande
Tuna pizzas,Seafood pizza
Quiches with fish,Quiches
Meals,
Mueslis croustillant au chocolat,Mueslis au chocolat
Céréales pour petit déjeuner fourrées au chocolat noisettes,Céréales pour petit déjeuner fourrées au chocolat
Riz blanc étuvé,Riz blanc
Extra Reifer Cheddar,Cheddar
Cheddar mûr,Cheddars
Potato puree made from flakes reconstituted with whole milk with added fat,Mashed potatoes
Bières artisanales,Alcools artisanaux
Boissons plates aux fruits sucrées,Boissons sans sucre ajouté
Menus Légumes pour bébé,Dès 6 mois
Menus Légumes pour bébé,Plats principaux pour bébé
Glaces aux édulcorants,Glaces au citron
Strawberry sorbets,Artificially sweetened sorbets
Dessert glacé feuilleté chocolat brownie,Dessert glacé feuilleté
Pickles de légumes,Pickles d'origine végétale
Quiches,Pizzas tartes salées et quiches
Barres chocolatées biscuitées,Barres chocolatées
Beurres de fruits à coques,Pâtes à tartiner
Bière de gingembre,Bières sans alcool
Barres chocolatées biscuitées aux noisettes,Barres chocolatées biscuitées
Barres chocolatées biscuitées aux noisettes,Barres chocolatées
Miele millefiori,Miele
Sauce cèpes parmesan,
Saucisses végétariennes,Substituts de viande
Chips végétarienne,Saucisses végétariennes
Muesli croustillant au chocolat non enrichi en vitamines et minéraux,Mueslis croustillant au chocolat
Substituts du jambon blanc,Substituts de charcuterie en tranches
Végétalien,Substituts de viande à partir de protéines de pois
Vegetarian nuggets,Breaded products
Jambon d'Auvergne,Jambons français
Boissons gazeuses,Boissons
Onigiri au thon,Onigiri
Onigiri au saumon,Onigiri
Onigiri,Sushis
Barre chocolatée biscuitée type KitKat,Barres chocolatées biscuitées
Barre chocolatée biscuitée type KitKat,Cacahuètes au chocolat
Pralinen,Schokoladenkonfekt
Confectioneries,Sweet snacks
Charter,Pizzas surgelées
Pizzas aux six fromages,Pizzas au fromage
Noodles,Pastas
Udon,Pâtes alimentaires
Aliments asiatique,Rice vermicelli
Vermicelles de riz secs,Vermicelle de riz
Schoko Nuss Mix,
Gesalzene Nüsse,Nüsse
Nüsse,Nüsse und Nussprodukte
Salted and grilled almonds,Grilled almonds
Pistachios,Nuts
Sonnenblumenkerne,Sonnenblumenkerne und Sonnenblumenkernprodukte
Nüsse und Nussprodukte,Pflanzliche Lebensmittel
Shelled hazelnuts,Shelled nuts
Cashewnüsse,Nüsse
Barres de céréales aux fruits et fruits à coques,Müsliriegel mit Schokolade
Noix du Brésil décortiquées,Noix du Brésil
Pekannusskerne,Pekannüsse
Walnusskerne,Walnüsse
Chips de noix de coco séchée,Noix de coco sèches
Nusskerne,Nüsse
Dörrobst,Getrocknete Produkte auf pflanzlicher Basis
Getrocknete Früchtemischung,Dörrobst
Studentenfutter,Nüsse
Canneberges,Noix de cajou
Sultaninen,Rosinen
Pflanzliche lebensmittel und getranke,Frucht und gemusebasierte lebensmittel
Getrocknete Feigen,Dörrobst
Pitted dates,Dates
Dried bananas,Dried fruits
Mangues séchées,Fruits secs
Prunes,Fruits secs
Getrocknete Aprikosen,Aprikosen
Dried apples,Dried fruits
Getrocknete Apfel,Dörrobst
Melanges fruits seches aperitif,Dried mixed fruits
Crystallized ginger,Candied fruits
Chocolate confectionery with dairy filling,Bars covered with chocolate
Crevettes du Pacifique,Crevettes
Anneaux de calamars,Plats préparés surgelés
Risotto aux fruits de mer,Risottos
Produit ménager,
Sugar free chewing gum,Chewing gum
Bonbons dragéifiés,Bonbons de chocolat
Bonbons dragéifiés,Bonbons
Infusion ayurvedique,Infusions aux fruits en sachets
Bonbons durs,Bonbons
Milka,Donuts
Biscuit goûters,Biscuits au chocolat
Biscuits aux noisettes,Mürbeteigkekse
Galettes au beurre,Biscuits
Popcorn au caramel,Popcorn
Mélange de fruits et de noix,Fruits secs
Chipotle Sauce,American style sauces
Koffeinhaltig,Sweetened beverages
Tea based beverages,Diet beverages
Light frisdranken,Light dranken
Menus Poissons pour bébé,Assiettes pour bébé
Biere,
Succo e nettare,Bevande a base di piante
proteine vegetali,Barres protéinées
Fresh pears,Pears
Pears,Fruits
Supplement,
Rhums bruns,Rhums ambrés
Whisky japonais,Whiskys
Miso,Condiments
Soupe miso tofu instantanée aux petits oignons,Soupe miso
Soy sauces,Sauces
Whisky blended,Whisky japonais
kits,
Canned common beans,Baked beans in tomato sauce
Beans with Pork Sausages,Baked beans with pork sausages in tomato sauce
Baked beans in tomato sauce,Prepared vegetables
Sauces Worcestershire,Sauces
Söta snacks,Snacks
Barres chocolatées aux fruits oléagineux,Barres chocolatées
Barre au chocolat sans biscuit,Barres chocolatées au caramel
Chocolats au lait fourée de confiserie,Barres chocolatées aux fruits oléagineux
Bars covered with chocolate,Chocolate candies
Bars covered with chocolate,Biscuits
Bars covered with chocolate,Chocolate biscuits
Barres chocolatées au caramel,Barres chocolatées
Confiseries chocolatées,Confiseries
Confiseries chocolatées,Barres
Schokoriegel mit Karamell,Schokoriegel
Barres glacées,Glaces
Barres glacées,Bâtonnets glacés
Pralinenmischung,Pralinen
Bonbon au caramel mou,Caramels
Cereal bars,Bars
Snickers Ice Cream,Glaces
Wheat crackers,Crackers
Dark chocolate filled with mint confectionery,Filled chocolates
Bebidas destiladas,Bebidas alcohólicas
Scotch whisky,Whisky
Bourbon whiskeys,American whiskeys
Alcoholic beverages,Beverages
Tikka masala sauce,Indian sauces
Pastilles sans sucres,Pastilles avec édulcorant
Chocolats noirs fourrés à la menthe,Chocolats fourrés
Sauces tikka masala,Sauces indiennes
riz à l'indienne,
Plain cottage cheeses,Cottage cheeses
Fromages à pâte filée,Fromages
Fromages pour enfants,Fromages à pâte filée
Sauces tandoori,Poulet tandoori
Sauces à la viande,Viandes et dérivés
Thé vert earl grey,
Yeast extract spreads,Salted spreads
Fromages britanniques,Fromages râpés
Cheddar cheese,Cheeses from England
Tisanes de plantes mélangés,Thés en sachets
Sauces à la canneberge,Sauces
Canned tomatoes,Tomatoes
Red beans,Common beans
Almond butters,Nut butters
Purées de noix de cajou,Beurres de fruits à coques
Canned black beans,Black beans
Boissons à l'aloe vera,Boissons aux fruits
Succo di frutta e verdura,Jus de fruits
Jus multifruits frais,Boissons sans sucre ajouté
Jus multifruits frais,Jus de fruits frais
Jus de fruits et légumes,Jus de fruits
Squeezed juices,Fruit juices
Jus de fruits pressés Pomme & Mangue,Jus de fruits pur jus
Fruchtsmoothies,Smoothies
Bebidas no azucaradas,Smoothies
Smoothie kiwi pomme ananas,Boissons sans sucre ajouté
Nutriscort,Pétales multicéréales
Céréales au miel,Céréales pour petit déjeuner
Barres de fruits à coques au chocolat,Barres de fruits à coques
Riz soufflé chocolaté enrichi en vitamines et minéraux,Riz soufflé chocolaté
Gefüllte Cerealien,Stranggepresstes Getreide
Thés verts aromatisés au citron,Thés verts aromatisés
Theeën,Plantaardige dranken
Thés de ceylan,Thés noirs
Thés noirs de Ceylan,Thés de ceylan
Thés   saveur pêche,Boissons
Whisky irlandais,Whiskys
Punk IPA,India Pale Ale (IPA)
snak vegetali,Parsnip Crisps
Chips de patate douce,Chips de pommes de terre à l'huile de tournesol
Céréales complètes soufflées enrichies en vitamines et minéraux,Céréales pour petit déjeuner
Entremet,Cheesecakes
Volailles cuites,Poulets
Bébé goûter,
Cheddar & Chive crisps,Cheddars
Barres de fruits & noix,Snacks sucrés
Barres de fruits & noix,Svačiny
Soin,
Vinaigres de riz japonais,Vinaigres de riz
pizza capricciosa,Pizzas surgelées
lait fermenté,Produits laitiers fermentés
Cheesecakes au caramel,Cheesecakes
Cheesecakes,Gâteaux
Cheesecakes,Cakes
Boisson énergisante non sucrée avec édulcorants,Boissons énergisantes
Bourbons,Whisky américain
Whisky du Tennessee,Whisky américain
Tennessee whiskey,American whiskeys
Stuffed waffles,Waffles
Stuffed waffles,Chocolate stuffed wafers
Yogurts,Fermented dairy desserts
Black olives,Olives
Fromage végétal,Substituts du fromage
Vegan feta cheese,Cheese substitutes
Triple ales,Belgian beers
Butter biscuit with chocolate,Biscuit with a dark chocolate bar covering
Barres de céréales aux fruits,Barres de céréales
Chocolats fins de dégustation,Chocolates with extra fine milk
Sladké svačiny,Svačiny
Pâtes à tartiner au spéculoos,Spéculoos
Plain Brussels style soft waffle,Chocolate coated waffles
Birre,Bevande alcoliche
Crevettes sauvages surgelées,Crevettes sauvages
Knusprige Waffeln,Kekse
Plain soy yogurts,Soy milk yogurts
Soy desserts,Soy milk yogurts
Almond based drinks,Nut based drinks
Sweetened plain soy based drinks,Soy based drinks
Desserts végétaliens fermentés,Produits végétaux fermentés
Desserts de jus de soja fermenté,Desserts végétaliens fermentés
Fermentierte Lebensmittel,Pflanzliche Lebensmittel und Getränke
Coconutmilk yogurts,Non dairy yogurts
Belgian beers,Country specific beers
Pure chocolades,Chocoladeproducten
Assortiments de chocolats,Chocolats
Pâtes de curry rouges,Pâtes de curry
Wheat flatbreads,Wheat breads
Tortillas bio,
Pastille,Candies
Poulet tikka masala,Plats préparés à réchauffer au micro ondes
tagliatelles aux saumons,tagliatelles aux saumon et saumon fume
Saumon traiteur,
Sauces kebab,Sauces
Sauces américaine,Sauces
Pastaschotels,Kant en klaar maaltijden
Prepared salads,Meals
dessert fourrées aux pommes,Waffeln
Waffeln,Gebäck
Thés glacés saveur citron,Thés glacés
Refrigerantes,Refrigerante de Extratos Vegetais
Diet cola soft drink,Diet sodas
Thés glacés saveur mangue,Thés glacés
refreshment,Sodas au cola light
Sodas light,Boissons light
Coffee drinks,Beverages
Coffee drinks,Carbonated soft drinks without fruit juice with sugar
Sodas à l'orange,Sodas aux fruits
Energy drink with sugar,Dietary drink for sport
Bebidas à base de chá,Bebidas fermentadas
Biscoitos,Biscoitos e Bolos
Galletas maría,Biscoitos
Frutos do mar,
Peixe,Comida enlatada
Vinhos,Bebidas alcoólicas
Olios vegetais,Gorduras vegetals
Frutas tropicais,Sodas
Bebidas azucaradas,Bebidas no alcohólicas
White wines,Vinho verde
Weine,
Protein,
Salsichas,Carnes preparadas
Feijões comuns,Pulsos
Néctares de frutas,Bebidas artificialmente doçeadas
Vegetables and derived products,Néctares de frutas
Néctares de pêssego,Sumos de fruta
Natural mineral waters,Mineral waters
Eaux de sources aromatisées,Refrigerantes
Arrozes,Grãos de cereais
Bebidas não adoçadas,Azeitonas verdes
Pasta di grano duro,Paste alimentari di cereali
Pasta di grano duro,Pasta secca
Wine based alcoholic beverages,Premixed alcoholic beverages
Vins portugais,Vins
Licor,Licores
Pastel de Chaves,Pastéis
Bebidas adoçadas,Leites com chocolate
Pâté de jambon,Viandes en conserve
Coffee with milk with sugar,Coffee drinks with milk
Boissons au café,Cafés en dosettes
Boissons au café,Cafés
Boissons au café,Boissons
Pâte jambon,
Barre céréales petit déjeuner,Barres de céréales au chocolat
Glaces au chocolat blanc,Crèmes glacées en pot
Confiseries au chocolat dragéifiées,Confiseries chocolatées
Vodkas polonaises,Vodkas
Ravioli à la volaille,Ravioli japonais
Brezeln,Spezielle Brote
Instant noodles,Dried meals
Instant noodles,Noodles
Fertignudeln,Chinesische Nudeln
Instant noodle soups,Dehydrated soups
Chinese noodles,Noodles
Soba,Instant Nudeln
Soba,Instant Nudelsuppen
Rooibos ice tea,
Boisson au rooibos,
Huiles d'argan,Huiles
Thé vert en grains,
Haricots verts frais,Légumes frais
Virgin olive oils,Extra virgin olive oils
Virgin olive oils,Olive oils from Tunisia
Sosy,Przyprawy
Bières chinoises,Lagers
Craker,
Blancs de dinde,Blancs de dinde en tranches
Salted snacks,
Préparations pour boissons,Boissons concentrées
Cake au chocolat,Brioches au chocolat
Dinde et dérivés,Viandes et dérivés
Plantaardige levensmiddelen en dranken,Plantaardige levensmiddelen
Breads,Cereals and potatoes
India Pale Ale (IPA),Pale ales
Session IPA,American beers
Volkorenbeschuiten,Zweedse toasts
Oat based drinks,Cereal based drinks
Lait avoine,Boissons à l'avoine
Industrial beer,Beers
Bières mexicaines,Lagers
Olive Verte et Noire,Flûte droite amélioriée
Alcoholische dranken,Dranken
Flûtes droites aux graines,Graines de pavot
Biscuit sel,Biscuits feuilletés
Chocolats aux noisettes,Chocolats au lait
Chocolats blancs aux amandes,Chocolats aux amandes
Pastilles,Bonbons aux plantes
Alsace Grand Cru Saering,Alsace Grand Cru
Lungo decaffeinato,Café torréfié moulu décaféiné
Laits 2ème âge,Laits pour bébé
Ptit souper bebe,
Chocolat pralin,Chocolats
Bouillons,Epices
Dolce Gusto compatible coffee capsules,Coffee capsules
Dolce Gusto compatible coffee capsules,Dolce Gusto compatible capsules
Cafés en dosettes compatible Dolce Gusto,Cafés en dosettes
Cafés en dosettes compatible Dolce Gusto,Dosettes Dolce Gusto
Café Robusta moulu,Café instantané non sucré
Glaces au praliné,Cônes et batonnets surgelés
Ice pops,Ice creams
Preparation instantanee pour boisson au cafe saveur noisette,Powdered cappucino
Pétales de blé chocolatés enrichis en vitamines et minéraux,Pétales de blé chocolatés
Cervelat,Sausages
Creme glace,Cônes glacés
Cônes au chocolat,Cônes glacés
Café Cápsulas,Cafés instantâneos
Tablette de chocolat au lait,Chocolats au lait
Tablette de chocolat au lait,Dark chocolate bar for cooking with more than 40% cocoa
Boules de céréales au chocolat,Céréales extrudées
Saucisses de poulet,Saucisses de volaille
Chocolate biscuity bars,Bars covered with chocolate
Cacaos et chocolats en poudre,Cacaos en poudre
Milk chocolate bar,Milk chocolates
Boulettes à base de protéines de soja et ou blé,Boulettes végétariennes
Triman,Glaces
Icecream,Cônes chocolat pistache
Steak vegeta,Galettes à base de protéines de soja et ou blé
Nuggets végans,Nuggets végétariens
Galettes véganes,Galettes végétariennes
Baby milks,Baby foods
Growth milks,Baby milks
Boisson gazeuse aromatisée,Jus de pêche
Boisson gazeuse aromatisée,Jus et nectars
Boisson gazeuse aromatisée aux jus de 4 fruits à base de concentré.,Boissons gazeuses
bouillon de volaille déshydraté dégraissé,Bouillons de volaille
Boissons aromatisées,Eaux aromatisées
Capsule di caffè,Capsule
Bouillons cube déshydratés,
Dosettes Dolce Gusto,Dosettes
Dosettes Dolce Gusto,Thés à la menthe
Chocolats noirs aux raisins,Chocolats noirs aux noisettes
Thé noir saveur pêche,Eaux aromatisées
Alimentaire,Dehydrated sauces
Dehydrated broths,Broths
Dessert lacté pour bébé aux fruits,Dès 6 mois
Yaourts aux céréales,Yaourts brassés
Yaourt sucré avec mélange céréales et fruits rouges,Yaourts
Cafe vanille,Cafés en dosettes
Chocolat au lait avec nougat,Chocolats au lait
Nougats,Barres chocolatées
Biscuits sec fourré à la pâte de fruits,Biscuits fourrés
Snacks  Sweet snacks  Biscuits and cakes  Biscuits  Stick biscuits covered with chocolate,
Filled drop cookies,Chocolate biscuits
Chocolate sandwich cookies,Filled biscuits
Chocolate sandwich cookies,Milk chocolate biscuits
Kuchen mit Füllung und überzogen mit Schokolade,Chocolate cakes
Chocolats Belges,Chocolats au lait
Biscuit,Biscotti con gocce di cioccolato
Biscuit,Biscotti e torte
Filled biscuits,Chocolate biscuits
Filled biscuits,Biscuits
Gâteaux secs,Biscuits
Chocolate cakes,Cakes
Chocolate cakes,Chocolate biscuits
Apéritif anisé sans alcool,Boissons à base de vin
Fromage à tartiner à environ 20% MG,Fromages à tartiner
Schokoladenbiscuits,Schokoriegel
D,Biscuits au chocolat
Biscuits petit déjeuner,Biscuits
Biscuits apéritifs maïs soufflés,Biscuits apéritifs
Biscuits apéritif soufflés à la cacahuète,Puffed salty snacks made from maize
Céréales complètes,
Tender toll,
Gefüllte Milchschokolade,Schokolade mit Haselnüssen
Kakao Kekse gefüllt mit Vanillegeschmack,Gefüllte Kekse
Chocolats noirs fourrés au nougat,Chocolats fourrés au nougat
Fromages allégés en matière grasse,Cream cheeses
Cacao et dérivés,
Dark chocolates with orange,Dark chocolate bar with fruits
Chocolats fourrés,Chocolats au lait
Cabernet Sauvignon,Vins rouges
Cafe arabica grain,Grains de café arabica
Café torréfié moulu,Cafés moulus
Préparation en poudre,Cafés moulus
Café dosettes,Café d'Afrique
Chocolats au lait aux céréales croustillantes,Chocolats aux céréales
Peeled tomatoes,Canned tomatoes
Tomates pelados,Tomates en conserva
Amaretto,Liqueurs
Prosecco,Vins italiens
Prosecco,Vini italiani
Stuffed wafers,Wafers
Prodotti lattiero caseari fermentati,Mascarpone
Bonbons de chocolat fourrés cerise et liqueur,Bonbons de chocolat à la liqueur
Barrette di cereali con cioccolato,Barrette di cioccolato
